moteid DATE LATITUDE LONGITUDE ELEVATION WIND_ANGLE WIND_DIR_QLTY WIND_TYPE WIND_SPEED WIND_SPD_QLTY TMP_VALUE TMP_VALUE_QLTY DEW_VALUE DEW_VALUE_QLTY SLP_VALUE SLP_VALUE_QLTY date_days
1008099999 "2018-01-01 00:00:00" 78.246111 15.465556 26.82 97 1 N 65 1 -149 1 -189 1 10077 1 0
1008099999 "2018-01-01 01:00:00" 78.246111 15.465556 26.82 100 1 N 50 1 -145 1 -189 1 10076 1 609
1008099999 "2018-01-01 02:00:00" 78.246111 15.465556 26.82 100 1 N 40 1 -116 1 -181 1 10072 1 688
1008099999 "2018-01-01 03:00:00" 78.246111 15.465556 26.82 100 1 N 40 1 -120 1 -187 1 10069 1 1203
1008099999 "2018-01-01 04:00:00" 78.246111 15.465556 26.82 100 1 N 30 1 -115 1 -182 1 10064 1 1336
1008099999 "2018-01-01 05:00:00" 78.246111 15.465556 26.82 100 1 N 30 1 -113 1 -178 1 10063 1 1674
1008099999 "2018-01-01 06:00:00" 78.246111 15.465556 26.82 110 1 N 40 1 -113 1 -182 1 10060 1 2062
1008099999 "2018-01-01 07:00:00" 78.246111 15.465556 26.82 120 1 N 40 1 -104 1 -186 1 10061 1 2379
1008099999 "2018-01-01 08:00:00" 78.246111 15.465556 26.82 90 1 N 90 1 -111 1 -170 1 10062 1 2701
1008099999 "2018-01-01 09:00:00" 78.246111 15.465556 26.82 100 1 N 50 1 -117 1 -178 1 10060 1 3059
1008099999 "2018-01-01 10:00:00" 78.246111 15.465556 26.82 100 1 N 60 1 -120 1 -174 1 10059 1 3437
1008099999 "2018-01-01 11:00:00" 78.246111 15.465556 26.82 100 1 N 60 1 -125 1 -191 1 10056 1 3599
1008099999 "2018-01-01 12:00:00" 78.246111 15.465556 26.82 109 1 N 65 1 -130 1 -175 1 10054 1 4216
1008099999 "2018-01-01 13:00:00" 78.246111 15.465556 26.82 100 1 N 80 1 -133 1 -188 1 10052 1 4495
1008099999 "2018-01-01 14:00:00" 78.246111 15.465556 26.82 110 1 N 70 1 -131 1 -193 1 10049 1 4838
1008099999 "2018-01-01 15:00:00" 78.246111 15.465556 26.82 110 1 N 70 1 -126 1 -178 1 10048 1 5200
1008099999 "2018-01-01 16:00:00" 78.246111 15.465556 26.82 100 1 N 70 1 -126 1 -196 1 10047 1 5236
1008099999 "2018-01-01 17:00:00" 78.246111 15.465556 26.82 100 1 N 70 1 -127 1 -186 1 10045 1 5571
1008099999 "2018-01-01 18:00:00" 78.246111 15.465556 26.82 110 1 N 70 1 -132 1 -187 1 10045 1 5929
1008099999 "2018-01-01 19:00:00" 78.246111 15.465556 26.82 110 1 N 70 1 -132 1 -183 1 10047 1 6499
1008099999 "2018-01-01 20:00:00" 78.246111 15.465556 26.82 110 1 N 80 1 -132 1 -175 1 10049 1 6590
1008099999 "2018-01-01 21:00:00" 78.246111 15.465556 26.82 110 1 N 70 1 -137 1 -174 1 10051 1 6846
1008099999 "2018-01-01 22:00:00" 78.246111 15.465556 26.82 110 1 N 60 1 -145 1 -191 1 10053 1 7227
1008099999 "2018-01-01 23:00:00" 78.246111 15.465556 26.82 110 1 N 60 1 -153 1 -194 1 10053 1 7501
1008099999 "2018-01-02 00:00:00" 78.246111 15.465556 26.82 110 1 N 70 1 -143 1 -178 1 10054 1 306
1008099999 "2018-01-02 01:00:00" 78.246111 15.465556 26.82 110 1 N 80 1 -159 1 -200 1 10053 1 503
1008099999 "2018-01-02 02:00:00" 78.246111 15.465556 26.82 110 1 N 60 1 -153 1 -188 1 10051 1 708
1008099999 "2018-01-02 03:00:00" 78.246111 15.465556 26.82 110 1 N 70 1 -163 1 -204 1 10051 1 1048
1008099999 "2018-01-02 04:00:00" 78.246111 15.465556 26.82 100 1 N 60 1 -159 1 -198 1 10049 1 1460
1008099999 "2018-01-02 05:00:00" 78.246111 15.465556 26.82 100 1 N 50 1 -166 1 -207 1 10049 1 1860
1008099999 "2018-01-02 06:00:00" 78.246111 15.465556 26.82 140 1 N 40 1 -134 1 -196 1 10049 1 2217
1008099999 "2018-01-02 07:00:00" 78.246111 15.465556 26.82 130 1 N 20 1 -136 1 -193 1 10053 1 2290
1008099999 "2018-01-02 08:00:00" 78.246111 15.465556 26.82 90 1 N 30 1 -154 1 -192 1 10054 1 2649
1008099999 "2018-01-02 09:00:00" 78.246111 15.465556 26.82 120 1 N 50 1 -151 1 -182 1 10058 1 3033
1008099999 "2018-01-02 10:00:00" 78.246111 15.465556 26.82 120 1 N 50 1 -137 1 -183 1 10060 1 3299
1008099999 "2018-01-02 11:00:00" 78.246111 15.465556 26.82 110 1 N 40 1 -133 1 -176 1 10062 1 3619
1008099999 "2018-01-02 12:00:00" 78.246111 15.465556 26.82 110 1 N 50 1 -121 1 -157 1 10062 1 4199
1008099999 "2018-01-02 13:00:00" 78.246111 15.465556 26.82 110 1 N 30 1 -131 1 -167 1 10062 1 4487
1008099999 "2018-01-02 14:00:00" 78.246111 15.465556 26.82 110 1 N 40 1 -134 1 -161 1 10062 1 4844
1008099999 "2018-01-02 15:00:00" 78.246111 15.465556 26.82 110 1 N 30 1 -126 1 -159 1 10061 1 5109
1008099999 "2018-01-02 16:00:00" 78.246111 15.465556 26.82 120 1 N 30 1 -118 1 -153 1 10061 1 5232
