moteid DATE LATITUDE LONGITUDE ELEVATION WIND_ANGLE WIND_DIR_QLTY WIND_TYPE WIND_SPEED WIND_SPD_QLTY TMP_VALUE TMP_VALUE_QLTY DEW_VALUE DEW_VALUE_QLTY SLP_VALUE SLP_VALUE_QLTY date_days
1023099999 "2018-01-01 00:00:00" 69.055758 18.540356 76.8 280 1 N 10 1 -166 1 -183 1 9935 1 0
1023099999 "2018-01-01 01:00:00" 69.055758 18.540356 76.8 100 1 N 10 1 -164 1 -185 1 9934 1 363
1023099999 "2018-01-01 02:00:00" 69.055758 18.540356 76.8 190 1 N 10 1 -167 1 -183 1 9935 1 607
1023099999 "2018-01-01 03:00:00" 69.055758 18.540356 76.8 250 1 N 10 1 -176 1 -196 1 9933 1 898
1023099999 "2018-01-01 04:00:00" 69.055758 18.540356 76.8 160 1 N 10 1 -157 1 -173 1 9930 1 1373
1023099999 "2018-01-01 05:00:00" 69.055758 18.540356 76.8 100 1 N 10 1 -150 1 -166 1 9930 1 1637
1023099999 "2018-01-01 07:00:00" 69.055758 18.540356 76.8 270 1 N 10 1 -153 1 -169 1 9933 1 2155
1023099999 "2018-01-01 08:00:00" 69.055758 18.540356 76.8 250 1 N 10 1 -167 1 -182 1 9932 1 2410
1023099999 "2018-01-01 10:00:00" 69.055758 18.540356 76.8 270 1 N 10 1 -202 1 -221 1 9937 1 2991
1023099999 "2018-01-01 11:00:00" 69.055758 18.540356 76.8 300 1 N 10 1 -212 1 -228 1 9937 1 3287
1023099999 "2018-01-01 12:00:00" 69.055758 18.540356 76.8 280 1 N 10 1 -214 1 -233 1 9935 1 3739
1023099999 "2018-01-01 14:00:00" 69.055758 18.540356 76.8 270 1 N 10 1 -194 1 -213 1 9931 1 4090
1023099999 "2018-01-01 16:00:00" 69.055758 18.540356 76.8 270 1 N 10 1 -152 1 -168 1 9928 1 4650
1023099999 "2018-01-01 17:00:00" 69.055758 18.540356 76.8 230 1 N 10 1 -131 1 -146 1 9926 1 5221
1023099999 "2018-01-01 18:00:00" 69.055758 18.540356 76.8 200 1 N 10 1 -129 1 -143 1 9926 1 5504
1023099999 "2018-01-01 19:00:00" 69.055758 18.540356 76.8 230 1 N 10 1 -123 1 -136 1 9926 1 5600
1023099999 "2018-01-01 21:00:00" 69.055758 18.540356 76.8 290 1 N 10 1 -140 1 -157 1 9929 1 6392
1023099999 "2018-01-01 22:00:00" 69.055758 18.540356 76.8 300 1 N 10 1 -139 1 -152 1 9930 1 6670
1023099999 "2018-01-02 00:00:00" 69.055758 18.540356 76.8 280 1 N 10 1 -139 1 -153 1 9929 1 289
1023099999 "2018-01-02 01:00:00" 69.055758 18.540356 76.8 220 1 N 10 1 -137 1 -148 1 9928 1 382
1023099999 "2018-01-02 02:00:00" 69.055758 18.540356 76.8 270 1 N 10 1 -137 1 -153 1 9927 1 800
1023099999 "2018-01-02 05:00:00" 69.055758 18.540356 76.8 250 1 N 10 1 -146 1 -162 1 9925 1 1457
1023099999 "2018-01-02 06:00:00" 69.055758 18.540356 76.8 260 1 N 10 1 -131 1 -144 1 9925 1 1820
1023099999 "2018-01-02 07:00:00" 69.055758 18.540356 76.8 310 1 N 10 1 -131 1 -145 1 9927 1 2171
1023099999 "2018-01-02 08:00:00" 69.055758 18.540356 76.8 300 1 N 10 1 -126 1 -139 1 9928 1 2395
1023099999 "2018-01-02 10:00:00" 69.055758 18.540356 76.8 280 1 N 8 1 -130 1 -143 1 9930 1 3133
1023099999 "2018-01-02 11:00:00" 69.055758 18.540356 76.8 250 1 N 10 1 -124 1 -138 1 9933 1 3351
1023099999 "2018-01-02 12:00:00" 69.055758 18.540356 76.8 290 1 N 10 1 -124 1 -136 1 9934 1 3702
1023099999 "2018-01-02 13:00:00" 69.055758 18.540356 76.8 280 1 N 10 1 -114 1 -126 1 9934 1 3752
1023099999 "2018-01-02 15:00:00" 69.055758 18.540356 76.8 310 1 N 10 1 -83 1 -92 1 9935 1 4347
1023099999 "2018-01-02 19:00:00" 69.055758 18.540356 76.8 200 1 N 10 1 -74 1 -82 1 9937 1 5591
1023099999 "2018-01-03 01:00:00" 69.055758 18.540356 76.8 160 1 N 10 1 -87 1 -95 1 9943 1 439
1023099999 "2018-01-03 09:00:00" 69.055758 18.540356 76.8 150 1 N 10 1 -113 1 -126 1 9949 1 2546
1023099999 "2018-01-03 16:00:00" 69.055758 18.540356 76.8 260 1 N 10 1 -81 1 -90 1 9975 1 4870
1023099999 "2018-01-03 20:00:00" 69.055758 18.540356 76.8 130 1 N 10 1 -66 1 -73 1 9994 1 5845
1023099999 "2018-01-03 21:00:00" 69.055758 18.540356 76.8 60 1 N 10 1 -65 1 -72 1 10000 1 6281
