moteid DATE LATITUDE LONGITUDE ELEVATION WIND_ANGLE WIND_DIR_QLTY WIND_TYPE WIND_SPEED WIND_SPD_QLTY TMP_VALUE TMP_VALUE_QLTY DEW_VALUE DEW_VALUE_QLTY SLP_VALUE SLP_VALUE_QLTY date_days
1049099999 "2018-01-01 00:00:00" 69.976111 23.371667000000002 2.74 140 1 N 50 1 -82 1 -130 1 9950 1 0
1049099999 "2018-01-01 01:00:00" 69.976111 23.371667000000002 2.74 140 1 N 70 1 -84 1 -137 1 9951 1 621
1049099999 "2018-01-01 02:00:00" 69.976111 23.371667000000002 2.74 130 1 N 60 1 -88 1 -141 1 9951 1 880
1049099999 "2018-01-01 03:00:00" 69.976111 23.371667000000002 2.74 140 1 N 60 1 -94 1 -147 1 9950 1 1040
1049099999 "2018-01-01 04:00:00" 69.976111 23.371667000000002 2.74 140 1 N 70 1 -97 1 -150 1 9948 1 1642
1049099999 "2018-01-01 05:00:00" 69.976111 23.371667000000002 2.74 140 1 N 50 1 -97 1 -150 1 9947 1 1887
1049099999 "2018-01-01 07:00:00" 69.976111 23.371667000000002 2.74 160 1 N 50 1 -64 1 -106 1 9944 1 2423
1049099999 "2018-01-01 08:00:00" 69.976111 23.371667000000002 2.74 150 1 N 50 1 -52 1 -90 1 9942 1 2978
1049099999 "2018-01-01 09:00:00" 69.976111 23.371667000000002 2.74 140 1 N 60 1 -53 1 -92 1 9944 1 3029
1049099999 "2018-01-01 10:00:00" 69.976111 23.371667000000002 2.74 140 1 N 60 1 -57 1 -98 1 9941 1 3365
1049099999 "2018-01-01 11:00:00" 69.976111 23.371667000000002 2.74 140 1 N 40 1 -58 1 -96 1 9941 1 3847
1049099999 "2018-01-01 12:00:00" 69.976111 23.371667000000002 2.74 150 1 N 30 1 -44 1 -85 1 9936 1 4054
1049099999 "2018-01-01 13:00:00" 69.976111 23.371667000000002 2.74 170 1 N 30 1 -31 1 -76 1 9936 1 4601
1049099999 "2018-01-01 14:00:00" 69.976111 23.371667000000002 2.74 160 1 N 40 1 -26 1 -73 1 9933 1 4842
1049099999 "2018-01-01 15:00:00" 69.976111 23.371667000000002 2.74 130 1 N 30 1 -28 1 -70 1 9934 1 5302
1049099999 "2018-01-01 16:00:00" 69.976111 23.371667000000002 2.74 160 1 N 20 1 -21 1 -65 1 9932 1 5484
1049099999 "2018-01-01 17:00:00" 69.976111 23.371667000000002 2.74 160 1 N 30 1 -21 1 -65 1 9934 1 5766
1049099999 "2018-01-01 18:00:00" 69.976111 23.371667000000002 2.74 160 1 N 40 1 -20 1 -62 1 9935 1 6131
1049099999 "2018-01-01 19:00:00" 69.976111 23.371667000000002 2.74 170 1 N 60 1 -19 1 -61 1 9933 1 6465
1049099999 "2018-01-01 20:00:00" 69.976111 23.371667000000002 2.74 150 1 N 50 1 -20 1 -62 1 9936 1 6860
1049099999 "2018-01-01 21:00:00" 69.976111 23.371667000000002 2.74 140 1 N 60 1 -19 1 -63 1 9937 1 7050
1049099999 "2018-01-01 22:00:00" 69.976111 23.371667000000002 2.74 140 1 N 30 1 -21 1 -66 1 9938 1 7403
1049099999 "2018-01-01 23:00:00" 69.976111 23.371667000000002 2.74 140 1 N 50 1 -28 1 -67 1 9939 1 7768
1049099999 "2018-01-02 00:00:00" 69.976111 23.371667000000002 2.74 150 1 N 50 1 -25 1 -65 1 9940 1 286
1049099999 "2018-01-02 01:00:00" 69.976111 23.371667000000002 2.74 150 1 N 40 1 -32 1 -70 1 9939 1 609
1049099999 "2018-01-02 02:00:00" 69.976111 23.371667000000002 2.74 160 1 N 50 1 -38 1 -73 1 9937 1 806
1049099999 "2018-01-02 03:00:00" 69.976111 23.371667000000002 2.74 150 1 N 40 1 -38 1 -75 1 9938 1 1077
1049099999 "2018-01-02 04:00:00" 69.976111 23.371667000000002 2.74 150 1 N 50 1 -35 1 -72 1 9938 1 1619
1049099999 "2018-01-02 05:00:00" 69.976111 23.371667000000002 2.74 170 1 N 30 1 -37 1 -77 1 9939 1 1839
1049099999 "2018-01-02 07:00:00" 69.976111 23.371667000000002 2.74 150 1 N 20 1 -38 1 -75 1 9941 1 2405
1049099999 "2018-01-02 08:00:00" 69.976111 23.371667000000002 2.74 150 1 N 50 1 -43 1 -80 1 9942 1 2970
1049099999 "2018-01-02 09:00:00" 69.976111 23.371667000000002 2.74 140 1 N 30 1 -48 1 -83 1 9944 1 3031
1049099999 "2018-01-02 10:00:00" 69.976111 23.371667000000002 2.74 140 1 N 30 1 -65 1 -93 1 9944 1 3412
1049099999 "2018-01-02 11:00:00" 69.976111 23.371667000000002 2.74 160 1 N 20 1 -66 1 -93 1 9946 1 3856
1049099999 "2018-01-02 12:00:00" 69.976111 23.371667000000002 2.74 140 1 N 20 1 -63 1 -86 1 9944 1 4045
1049099999 "2018-01-02 13:00:00" 69.976111 23.371667000000002 2.74 200 1 N 10 1 -82 1 -99 1 9944 1 4530
1049099999 "2018-01-02 14:00:00" 69.976111 23.371667000000002 2.74 120 1 N 10 1 -86 1 -100 1 9944 1 4795
1049099999 "2018-01-02 15:00:00" 69.976111 23.371667000000002 2.74 130 1 N 10 1 -98 1 -112 1 9945 1 5215
1049099999 "2018-01-02 16:00:00" 69.976111 23.371667000000002 2.74 130 1 N 20 1 -109 1 -130 1 9944 1 5526
1049099999 "2018-01-02 17:00:00" 69.976111 23.371667000000002 2.74 120 1 N 20 1 -143 1 -161 1 9947 1 5700
1049099999 "2018-01-02 19:00:00" 69.976111 23.371667000000002 2.74 220 1 N 10 1 -113 1 -121 1 9946 1 6483
1049099999 "2018-01-02 20:00:00" 69.976111 23.371667000000002 2.74 150 1 N 10 1 -125 1 -139 1 9947 1 6848
1049099999 "2018-01-02 21:00:00" 69.976111 23.371667000000002 2.74 150 1 N 10 1 -113 1 -130 1 9948 1 7153
1049099999 "2018-01-02 22:00:00" 69.976111 23.371667000000002 2.74 100 1 N 20 1 -113 1 -131 1 9951 1 7360
1049099999 "2018-01-02 23:00:00" 69.976111 23.371667000000002 2.74 140 1 N 20 1 -99 1 -119 1 9951 1 7769
1049099999 "2018-01-03 00:00:00" 69.976111 23.371667000000002 2.74 120 1 N 10 1 -62 1 -90 1 9950 1 282
1049099999 "2018-01-03 01:00:00" 69.976111 23.371667000000002 2.74 150 1 N 20 1 -63 1 -91 1 9950 1 501
1049099999 "2018-01-03 02:00:00" 69.976111 23.371667000000002 2.74 190 1 N 20 1 -48 1 -86 1 9949 1 931
1049099999 "2018-01-03 03:00:00" 69.976111 23.371667000000002 2.74 150 1 N 30 1 -51 1 -86 1 9949 1 1111
1049099999 "2018-01-03 04:00:00" 69.976111 23.371667000000002 2.74 130 1 N 20 1 -50 1 -80 1 9949 1 1600
1049099999 "2018-01-03 05:00:00" 69.976111 23.371667000000002 2.74 150 1 N 20 1 -47 1 -83 1 9949 1 1977
1049099999 "2018-01-03 06:00:00" 69.976111 23.371667000000002 2.74 140 1 N 20 1 -47 1 -83 1 9949 1 2195
1049099999 "2018-01-03 07:00:00" 69.976111 23.371667000000002 2.74 130 1 N 20 1 -47 1 -77 1 9952 1 2496
1049099999 "2018-01-03 08:00:00" 69.976111 23.371667000000002 2.74 110 1 N 20 1 -43 1 -72 1 9955 1 2937
1049099999 "2018-01-03 09:00:00" 69.976111 23.371667000000002 2.74 160 1 N 20 1 -43 1 -76 1 9956 1 3175
1049099999 "2018-01-03 10:00:00" 69.976111 23.371667000000002 2.74 150 1 N 30 1 -43 1 -75 1 9956 1 3409
1049099999 "2018-01-03 11:00:00" 69.976111 23.371667000000002 2.74 130 1 N 20 1 -44 1 -74 1 9957 1 3843
1049099999 "2018-01-03 12:00:00" 69.976111 23.371667000000002 2.74 140 1 N 30 1 -50 1 -80 1 9957 1 4035
1049099999 "2018-01-03 13:00:00" 69.976111 23.371667000000002 2.74 130 1 N 30 1 -52 1 -78 1 9958 1 4665
1049099999 "2018-01-03 14:00:00" 69.976111 23.371667000000002 2.74 150 1 N 20 1 -50 1 -72 1 9959 1 4812
1049099999 "2018-01-03 15:00:00" 69.976111 23.371667000000002 2.74 140 1 N 20 1 -51 1 -66 1 9959 1 5264
1049099999 "2018-01-03 16:00:00" 69.976111 23.371667000000002 2.74 190 1 N 20 1 -51 1 -69 1 9960 1 5520
1049099999 "2018-01-03 17:00:00" 69.976111 23.371667000000002 2.74 200 1 N 20 1 -50 1 -70 1 9962 1 5967
1049099999 "2018-01-03 19:00:00" 69.976111 23.371667000000002 2.74 140 1 N 20 1 -53 1 -65 1 9966 1 6431
1049099999 "2018-01-03 20:00:00" 69.976111 23.371667000000002 2.74 170 1 N 20 1 -52 1 -66 1 9968 1 6672
1049099999 "2018-01-03 21:00:00" 69.976111 23.371667000000002 2.74 170 1 N 10 1 -52 1 -64 1 9969 1 7082
1049099999 "2018-01-03 22:00:00" 69.976111 23.371667000000002 2.74 150 1 N 10 1 -51 1 -63 1 9972 1 7563
1049099999 "2018-01-03 23:00:00" 69.976111 23.371667000000002 2.74 130 1 N 10 1 -51 1 -62 1 9975 1 7770
1049099999 "2018-01-04 00:00:00" 69.976111 23.371667000000002 2.74 160 1 N 10 1 -50 1 -60 1 9978 1 306
1049099999 "2018-01-04 01:00:00" 69.976111 23.371667000000002 2.74 160 1 N 10 1 -49 1 -60 1 9980 1 469
1049099999 "2018-01-04 02:00:00" 69.976111 23.371667000000002 2.74 170 1 N 10 1 -56 1 -66 1 9984 1 776
1049099999 "2018-01-04 03:00:00" 69.976111 23.371667000000002 2.74 140 1 N 20 1 -62 1 -70 1 9987 1 1069
1049099999 "2018-01-04 05:00:00" 69.976111 23.371667000000002 2.74 160 1 N 10 1 -79 1 -90 1 9991 1 1964
1049099999 "2018-01-04 06:00:00" 69.976111 23.371667000000002 2.74 150 1 N 20 1 -64 1 -76 1 9996 1 2242
1049099999 "2018-01-04 07:00:00" 69.976111 23.371667000000002 2.74 190 1 N 20 1 -59 1 -76 1 10000 1 2335
1049099999 "2018-01-04 08:00:00" 69.976111 23.371667000000002 2.74 190 1 N 30 1 -63 1 -80 1 10005 1 2982
1049099999 "2018-01-04 09:00:00" 69.976111 23.371667000000002 2.74 90 1 N 30 1 -54 1 -74 1 10012 1 3128
1049099999 "2018-01-04 10:00:00" 69.976111 23.371667000000002 2.74 280 1 N 20 1 -17 1 -42 1 10014 1 3458
1049099999 "2018-01-04 11:00:00" 69.976111 23.371667000000002 2.74 230 1 N 30 1 -1 1 -45 1 10017 1 3827
1049099999 "2018-01-04 12:00:00" 69.976111 23.371667000000002 2.74 260 1 N 30 1 -5 1 -41 1 10027 1 4080
1049099999 "2018-01-04 13:00:00" 69.976111 23.371667000000002 2.74 290 1 N 50 1 -1 1 -32 1 10030 1 4370
1049099999 "2018-01-04 14:00:00" 69.976111 23.371667000000002 2.74 310 1 N 70 1 -8 1 -25 1 10037 1 4991
1049099999 "2018-01-04 15:00:00" 69.976111 23.371667000000002 2.74 280 1 N 60 1 -3 1 -62 1 10044 1 5244
1049099999 "2018-01-04 16:00:00" 69.976111 23.371667000000002 2.74 270 1 N 70 1 -6 1 -52 1 10049 1 5369
1049099999 "2018-01-04 17:00:00" 69.976111 23.371667000000002 2.74 270 1 N 60 1 -6 1 -55 1 10055 1 5999
1049099999 "2018-01-04 19:00:00" 69.976111 23.371667000000002 2.74 270 1 N 40 1 -16 1 -65 1 10067 1 6445
