date time epoch moteid temperature humidity light voltage seq date_days
2004-04-01 04:34:48.130427 2 2 89.5488 29.2581 11.96 1.9536799999999999 1080794088 12509
2004-02-28 01:08:16.776717 21 2 19.567 39.6878 121.44 2.67532 1077930496 12476
2004-02-28 01:10:16.105455 25 2 19.5376 39.7557 121.44 2.67532 1077930616 12476
2004-02-28 01:26:46.606579 58 2 19.4788 39.6878 121.44 2.66332 1077931606 12476
2004-02-28 01:28:16.345812 61 2 19.4494 39.7217 121.44 2.67532 1077931696 12476
2004-02-28 01:33:46.144671 72 2 19.4984 39.586 121.44 2.67532 1077932026 12476
2004-02-28 01:34:46.104732 74 2 19.4788 39.5521 121.44 2.66332 1077932086 12476
2004-02-28 01:36:46.793081 78 2 19.4592 39.5181 121.44 2.67532 1077932206 12476
2004-02-28 01:37:16.419204 79 2 19.4494 39.5521 121.44 2.67532 1077932236 12476
2004-02-28 01:38:16.392296 81 2 19.4788 39.4162 121.44 2.68742 1077932296 12476
2004-02-28 01:39:16.747296 83 2 19.469 39.3483 121.44 2.67532 1077932356 12476
2004-02-28 01:39:46.753748 84 2 19.4788 39.4842 121.44 2.66332 1077932386 12476
2004-02-28 01:40:46.357019 86 2 19.4592 39.5521 121.44 2.67532 1077932446 12476
2004-02-28 01:41:46.361652 88 2 19.4592 39.5521 121.44 2.67532 1077932506 12476
2004-02-28 01:42:16.207481 89 2 19.4494 39.5521 121.44 2.67532 1077932536 12476
2004-02-28 01:44:46.292964 94 2 19.4396 39.5521 121.44 2.67532 1077932686 12476
2004-02-28 01:45:16.65255 95 2 19.4396 39.4162 121.44 2.67532 1077932716 12476
2004-02-28 01:45:46.398656 96 2 19.4396 39.3483 121.44 2.67532 1077932746 12476
2004-02-28 01:46:15.998713 97 2 19.4396 39.3483 121.44 2.67532 1077932775 12476
2004-02-28 01:46:46.246863 98 2 19.4396 39.3483 121.44 2.67532 1077932806 12476
2004-02-28 01:49:46.110637 104 2 19.371 39.586 121.44 2.67532 1077932986 12476
2004-02-28 01:50:16.592877 105 2 19.371 39.5521 121.44 2.66332 1077933016 12476
2004-02-28 01:51:46.411012 108 2 19.3906 39.5521 121.44 2.67532 1077933106 12476
2004-02-28 01:52:16.437198 109 2 19.4004 39.4162 121.44 2.67532 1077933136 12476
2004-02-28 01:53:46.929339 112 2 19.4004 39.4502 121.44 2.66332 1077933226 12476
2004-02-28 01:54:16.647376 113 2 19.4004 39.5521 121.44 2.67532 1077933256 12476
2004-02-28 01:56:16.666672 117 2 19.3808 39.5521 121.44 2.67532 1077933376 12476
2004-02-28 02:02:16.740901 129 2 19.371 39.5521 121.44 2.67532 1077933736 12476
2004-02-28 02:02:46.446281 130 2 19.371 39.5181 121.44 2.66332 1077933766 12476
2004-02-28 02:03:16.576239 131 2 19.371 39.4162 121.44 2.67532 1077933796 12476
2004-02-28 02:04:16.027317 133 2 19.3416 39.5181 121.44 2.67532 1077933856 12476
2004-02-28 02:06:16.78575 137 2 19.3612 39.2803 121.44 2.67532 1077933976 12476
2004-02-28 02:06:46.634327 138 2 19.3416 39.3483 121.44 2.67532 1077934006 12476
2004-02-28 02:07:16.070951 139 2 19.3416 39.3823 121.44 2.67532 1077934036 12476
2004-02-28 02:07:46.832418 140 2 19.3416 39.5181 121.44 2.67532 1077934066 12476
2004-02-28 02:08:16.032154 141 2 19.322 39.5521 121.44 2.67532 1077934096 12476
2004-02-28 02:08:46.738091 142 2 19.3122 39.62 121.44 2.67532 1077934126 12476
2004-02-28 02:09:16.038427 143 2 19.2828 39.62 121.44 2.67532 1077934156 12476
2004-02-28 02:15:17.193536 155 2 19.3024 39.5521 121.44 2.67532 1077934517 12476
2004-02-28 02:18:17.039938 161 2 19.273 39.5521 121.44 2.67532 1077934697 12476
2004-02-28 02:19:46.62569 164 2 19.2828 39.4162 121.44 2.67532 1077934786 12476
2004-02-28 02:20:16.723909 165 2 19.273 39.2803 121.44 2.67532 1077934816 12476
2004-02-28 02:23:16.493763 171 2 19.2534 39.5521 121.44 2.67532 1077934996 12476
2004-02-28 02:24:46.138949 174 2 19.2632 39.4842 121.44 2.66332 1077935086 12476
2004-02-28 02:27:46.243459 180 2 19.2338 39.2803 121.44 2.67532 1077935266 12476
2004-02-28 02:28:46.733093 182 2 19.2142 39.5521 121.44 2.67532 1077935326 12476
2004-02-28 02:29:16.313089 183 2 19.2044 39.5521 121.44 2.67532 1077935356 12476
2004-02-28 02:29:46.78388 184 2 19.1848 39.62 121.44 2.66332 1077935386 12476
2004-02-28 02:30:16.695875 185 2 19.2044 39.5521 121.44 2.67532 1077935416 12476
2004-02-28 02:32:17.023728 189 2 19.2044 39.5521 121.44 2.66332 1077935537 12476
2004-02-28 02:32:46.149455 190 2 19.1848 39.5521 121.44 2.67532 1077935566 12476
2004-02-28 02:33:16.3775 191 2 19.1848 39.5521 121.44 2.65143 1077935596 12476
2004-02-28 02:34:16.711214 193 2 19.224 39.3483 121.44 2.66332 1077935656 12476
2004-02-28 02:35:16.681965 195 2 19.1946 39.4162 121.44 2.67532 1077935716 12476
2004-02-28 02:36:16.759666 197 2 19.2142 39.5521 121.44 2.67532 1077935776 12476
2004-02-28 02:40:46.315707 206 2 19.1848 39.4162 121.44 2.67532 1077936046 12476
2004-02-28 02:41:16.995811 207 2 19.1554 39.2803 121.44 2.66332 1077936076 12476
2004-02-28 02:42:16.947809 209 2 19.1554 39.2803 121.44 2.67532 1077936136 12476
2004-02-28 02:46:46.1949 218 2 19.125999999999998 39.5521 121.44 2.66332 1077936406 12476
2004-02-28 02:47:16.276718 219 2 19.125999999999998 39.5521 121.44 2.66332 1077936436 12476
2004-02-28 02:47:46.586433 220 2 19.1358 39.4502 121.44 2.66332 1077936466 12476
2004-02-28 02:48:17.002649 221 2 19.1358 39.3483 121.44 2.67532 1077936497 12476
2004-02-28 02:48:46.285479 222 2 19.125999999999998 39.2803 121.44 2.66332 1077936526 12476
2004-02-28 02:49:16.74766 223 2 19.1456 39.3143 121.44 2.66332 1077936556 12476
2004-02-28 02:51:16.613727 227 2 19.0868 39.62 121.44 2.67532 1077936676 12476
2004-02-28 02:54:16.516825 233 2 19.028 39.6878 121.44 2.67532 1077936856 12476
2004-02-28 02:54:46.162074 234 2 19.0476 39.5521 121.44 2.67532 1077936886 12476
2004-02-28 02:55:46.882009 236 2 19.0476 39.4842 121.44 2.67532 1077936946 12476
2004-02-28 02:57:46.555762 240 2 19.028 39.62 121.44 2.67532 1077937066 12476
2004-02-28 02:58:16.672062 241 2 19.028 39.5521 121.44 2.65143 1077937096 12476
2004-02-28 02:58:46.691525 242 2 19.0182 39.5521 121.44 2.66332 1077937126 12476
2004-02-28 02:59:46.877561 244 2 19.0182 39.5521 121.44 2.66332 1077937186 12476
2004-02-28 03:00:16.395618 245 2 19.028 39.5521 121.44 2.66332 1077937216 12476
2004-02-28 03:01:46.833415 248 2 19.0084 39.4842 121.44 2.65143 1077937306 12476
2004-02-28 03:02:46.19596 250 2 19.0084 39.4162 121.44 2.66332 1077937366 12476
2004-02-28 03:03:16.702659 251 2 19.0084 39.4162 121.44 2.66332 1077937396 12476
2004-02-28 03:07:46.997441 260 2 18.9692 39.6878 121.44 2.66332 1077937666 12476
2004-02-28 03:08:46.649496 262 2 18.9692 39.586 121.44 2.66332 1077937726 12476
2004-02-28 03:09:16.929571 263 2 18.979 39.5521 121.44 2.66332 1077937756 12476
2004-02-28 03:09:46.263559 264 2 18.9692 39.5521 121.44 2.67532 1077937786 12476
2004-02-28 03:11:16.977647 267 2 18.9594 39.7557 121.44 2.65143 1077937876 12476
2004-02-28 03:11:46.892735 268 2 18.9594 39.7217 121.44 2.66332 1077937906 12476
2004-02-28 03:13:46.742401 272 2 18.9398 39.6878 121.44 2.67532 1077938026 12476
2004-02-28 03:16:16.733293 277 2 18.9594 39.5521 121.44 2.66332 1077938176 12476
2004-02-28 03:17:16.833059 279 2 18.9496 39.5521 121.44 2.67532 1077938236 12476
2004-02-28 03:18:16.724029 281 2 18.9594 39.62 121.44 2.67532 1077938296 12476
2004-02-28 03:18:46.638503 282 2 18.9496 39.62 121.44 2.66332 1077938326 12476
2004-02-28 03:19:46.859313 284 2 18.9496 39.6539 121.44 2.66332 1077938386 12476
2004-02-28 03:23:16.681732 291 2 18.93 39.5181 121.44 2.67532 1077938596 12476
2004-02-28 03:24:16.668712 293 2 18.9202 39.5521 121.44 2.66332 1077938656 12476
2004-02-28 03:24:46.921875 294 2 18.9104 39.62 121.44 2.66332 1077938686 12476
2004-02-28 03:25:46.467769 296 2 18.9006 39.4842 121.44 2.66332 1077938746 12476
2004-02-28 03:27:16.192682 299 2 18.8712 39.7217 121.44 2.66332 1077938836 12476
2004-02-28 03:27:46.272919 300 2 18.8418 39.7557 121.44 2.66332 1077938866 12476
2004-02-28 03:28:46.512191 302 2 18.8516 39.8235 121.44 2.66332 1077938926 12476
2004-02-28 03:29:46.180815 304 2 18.881 39.6878 121.44 2.66332 1077938986 12476
2004-02-28 03:30:47.03918 306 2 18.8712 39.5521 121.44 2.67532 1077939047 12476
2004-02-28 03:33:47.136273 312 2 18.8418 39.7217 121.44 2.66332 1077939227 12476
2004-02-28 03:34:46.487169 314 2 18.8222 39.7896 121.44 2.66332 1077939286 12476
2004-02-28 03:35:16.84261 315 2 18.8222 39.7557 121.44 2.66332 1077939316 12476
2004-02-28 03:35:46.528972 316 2 18.832 39.8235 121.44 2.67532 1077939346 12476
2004-02-28 03:36:16.289078 317 2 18.832 39.8235 121.44 2.66332 1077939376 12476
2004-02-28 03:37:16.602167 319 2 18.832 39.62 121.44 2.66332 1077939436 12476
2004-02-28 03:39:16.851156 323 2 18.8418 39.7217 121.44 2.66332 1077939556 12476
2004-02-28 03:40:16.252891 325 2 18.8222 39.7557 121.44 2.66332 1077939616 12476
2004-02-28 03:40:46.095504 326 2 18.8418 39.7557 121.44 2.66332 1077939646 12476
2004-02-28 03:41:17.024021 327 2 18.8124 39.7557 121.44 2.66332 1077939677 12476
2004-02-28 03:41:45.963887 328 2 18.8026 39.7557 121.44 2.66332 1077939705 12476
2004-02-28 03:43:47.084443 332 2 18.7732 39.7217 121.44 2.66332 1077939827 12476
2004-02-28 03:45:46.845233 336 2 18.7732 39.8235 121.44 2.67532 1077939946 12476
2004-02-28 03:46:46.48616 338 2 18.783 39.8235 121.44 2.67532 1077940006 12476
2004-02-28 03:47:16.963634 339 2 18.7438 39.9591 121.44 2.65143 1077940036 12476
2004-02-28 03:49:16.346664 343 2 18.734 39.9252 121.44 2.66332 1077940156 12476
2004-02-28 03:49:47.181491 344 2 18.734 39.9591 121.44 2.66332 1077940187 12476
2004-02-28 03:50:46.608504 346 2 18.7536 39.8235 121.44 2.66332 1077940246 12476
2004-02-28 03:51:17.101746 347 2 18.734 39.6878 121.44 2.66332 1077940277 12476
2004-02-28 03:51:46.720744 348 2 18.734 39.62 121.44 2.66332 1077940306 12476
2004-02-28 03:52:16.516788 349 2 18.734 39.7896 121.44 2.66332 1077940336 12476
2004-02-28 03:52:47.033654 350 2 18.734 39.8913 121.44 2.66332 1077940367 12476
2004-02-28 03:53:16.824001 351 2 18.7144 39.8913 121.44 2.66332 1077940396 12476
2004-02-28 03:54:16.469036 353 2 18.7144 39.8574 121.44 2.67532 1077940456 12476
2004-02-28 03:54:46.951474 354 2 18.7144 39.8574 121.44 2.66332 1077940486 12476
2004-02-28 03:56:46.771115 358 2 18.7144 39.8913 121.44 2.65143 1077940606 12476
2004-02-28 03:57:17.18346 359 2 18.7046 39.8574 121.44 2.66332 1077940637 12476
