date time epoch moteid temperature humidity light voltage seq date_days
2004-03-31 02:58:45.763421 2 3 122.15299999999999 -3.9190099999999997 19.32 2.08393 1080701925 12508
2004-02-28 00:58:46.497331 2 3 20.204 36.8871 50.6 2.69964 1077929926 12476
2004-03-30 16:04:46.552435 3 3 122.15299999999999 -3.9190099999999997 235.52 2.12875 1080662686 12507
2004-03-30 14:43:05.262873 4 3 122.15299999999999 -3.9190099999999997 397.44 2.1364 1080657785 12507
2004-03-30 16:06:06.095868 5 3 122.15299999999999 -3.9190099999999997 235.52 2.1364 1080662766 12507
2004-03-30 14:44:01.962853 6 3 122.15299999999999 -3.9190099999999997 397.44 2.1364 1080657841 12507
2004-03-30 14:44:15.993535 7 3 122.15299999999999 -3.9190099999999997 397.44 2.1364 1080657855 12507
2004-03-30 14:45:16.407291 9 3 122.15299999999999 -3.9190099999999997 382.72 2.1364 1080657916 12507
2004-03-30 14:45:51.291381 10 3 122.15299999999999 -3.9190099999999997 382.72 2.1364 1080657951 12507
2004-03-30 14:46:16.080796 11 3 122.15299999999999 -3.9190099999999997 397.44 2.1364 1080657976 12507
2004-02-28 01:03:46.702054 12 3 19.4396 38.6334 50.6 2.68742 1077930226 12476
2004-02-28 01:04:46.797534 14 3 19.4102 38.7357 48.76 2.67532 1077930286 12476
2004-02-28 01:05:16.212397 15 3 19.4102 38.7357 48.76 2.68742 1077930316 12476
2004-02-28 01:05:46.344834 16 3 19.4004 38.8039 50.6 2.68742 1077930346 12476
2004-02-28 01:06:16.347982 17 3 19.371 38.8039 48.76 2.68742 1077930376 12476
2004-02-28 01:07:16.073929 19 3 19.3612 38.872 48.76 2.68742 1077930436 12476
2004-02-28 01:07:46.2384 20 3 19.3612 38.872 48.76 2.68742 1077930466 12476
2004-02-28 01:08:16.471848 21 3 19.3612 38.9061 48.76 2.68742 1077930496 12476
2004-02-28 01:08:46.570346 22 3 19.3612 38.872 48.76 2.68742 1077930526 12476
2004-02-28 01:09:16.17385 23 3 19.3514 38.9742 48.76 2.68742 1077930556 12476
2004-02-28 01:09:46.841013 24 3 19.371 38.9401 48.76 2.67532 1077930586 12476
2004-02-28 01:10:46.649233 26 3 19.3808 38.9061 48.76 2.68742 1077930646 12476
2004-02-28 01:11:46.836228 28 3 19.3416 38.9401 48.76 2.68742 1077930706 12476
2004-02-28 01:12:16.828963 29 3 19.322 38.9401 48.76 2.67532 1077930736 12476
2004-02-28 01:12:46.203162 30 3 19.322 38.872 48.76 2.68742 1077930766 12476
2004-02-28 01:13:15.942079 31 3 19.3318 38.9401 48.76 2.68742 1077930795 12476
2004-02-28 01:13:46.4074 32 3 19.322 38.872 48.76 2.68742 1077930826 12476
2004-02-28 01:14:16.392536 33 3 19.3318 38.9061 48.76 2.68742 1077930856 12476
2004-02-28 01:14:46.831124 34 3 19.3514 38.8039 48.76 2.67532 1077930886 12476
2004-02-28 01:15:16.220235 35 3 19.3416 38.7357 48.76 2.68742 1077930916 12476
2004-02-28 01:15:46.697262 36 3 19.3416 38.8039 48.76 2.68742 1077930946 12476
2004-02-28 01:16:16.130372 37 3 19.3416 38.7698 48.76 2.68742 1077930976 12476
2004-02-28 01:17:16.884249 39 3 19.3318 38.6675 48.76 2.68742 1077931036 12476
2004-02-28 01:17:46.209003 40 3 19.322 38.7357 48.76 2.68742 1077931066 12476
2004-02-28 01:18:16.293749 41 3 19.3024 38.7357 48.76 2.68742 1077931096 12476
2004-02-28 01:18:46.01213 42 3 19.322 38.7698 48.76 2.68742 1077931126 12476
2004-02-28 01:19:16.671461 43 3 19.322 38.7357 48.76 2.67532 1077931156 12476
2004-02-28 01:19:46.266736 44 3 19.322 38.7357 48.76 2.68742 1077931186 12476
2004-02-28 01:20:16.493005 45 3 19.3024 38.7357 48.76 2.68742 1077931216 12476
2004-02-28 01:20:46.591657 46 3 19.2828 38.8039 48.76 2.67532 1077931246 12476
2004-02-28 01:22:16.06266 49 3 19.2926 38.8039 48.76 2.68742 1077931336 12476
2004-02-28 01:23:46.754574 52 3 19.2142 38.7357 48.76 2.67532 1077931426 12476
2004-02-28 01:24:16.508428 53 3 19.2044 38.872 48.76 2.67532 1077931456 12476
2004-02-28 01:24:46.256346 54 3 19.1848 38.9401 48.76 2.67532 1077931486 12476
2004-02-28 01:25:16.612671 55 3 19.175 39.0082 48.76 2.68742 1077931516 12476
2004-02-28 01:25:46.730072 56 3 19.1652 39.0082 48.76 2.67532 1077931546 12476
