date time epoch moteid temperature humidity light voltage seq date_days
2004-03-21 19:06:50.409202 0 52 22.0856 44.879 0.92 2.3475099999999998 1079896010 12498
2004-02-28 00:59:17.141303 3 52 18.3028 38.7698 64.4 2.65143 1077929957 12476
2004-02-28 01:05:45.944076 16 52 17.6168 40.568000000000005 64.4 2.65143 1077930345 12476
2004-02-28 01:07:16.841852 19 52 17.5972 40.568000000000005 64.4 2.65143 1077930436 12476
2004-02-28 01:07:46.642239 20 52 17.5874 40.5342 60.72 2.65143 1077930466 12476
2004-02-28 01:08:16.19897 21 52 17.5776 40.6018 60.72 2.65143 1077930496 12476
2004-02-28 01:08:45.954156 22 52 17.5874 40.568000000000005 60.72 2.65143 1077930525 12476
2004-02-28 01:09:15.993774 23 52 17.5972 40.5342 60.72 2.65143 1077930555 12476
2004-02-28 01:09:46.494398 24 52 17.5972 40.5004 60.72 2.65143 1077930586 12476
2004-02-28 01:10:16.618033 25 52 17.5972 40.5004 60.72 2.65143 1077930616 12476
2004-02-28 01:10:46.210267 26 52 17.5776 40.6355 60.72 2.65143 1077930646 12476
2004-02-28 01:11:15.963505 27 52 17.5678 40.568000000000005 60.72 2.65143 1077930675 12476
2004-02-28 01:11:46.910669 28 52 17.558 40.6018 60.72 2.65143 1077930706 12476
2004-02-28 01:12:46.479198 30 52 17.5384 40.7031 60.72 2.65143 1077930766 12476
2004-02-28 01:13:16.64724 31 52 17.5384 40.568000000000005 60.72 2.65143 1077930796 12476
2004-02-28 01:13:46.247626 32 52 17.5384 40.6355 60.72 2.65143 1077930826 12476
2004-02-28 01:14:46.754822 34 52 17.5384 40.5342 60.72 2.65143 1077930886 12476
2004-02-28 01:15:16.797574 35 52 17.5384 40.6018 60.72 2.65143 1077930916 12476
2004-02-28 01:15:46.102113 36 52 17.5384 40.6693 60.72 2.65143 1077930946 12476
2004-02-28 01:16:15.977744 37 52 17.5188 40.6355 60.72 2.65143 1077930975 12476
2004-02-28 01:17:16.75091 39 52 17.509 40.6693 57.04 2.65143 1077931036 12476
2004-02-28 01:18:16.505577 41 52 17.4992 40.7368 57.04 2.65143 1077931096 12476
2004-02-28 01:18:46.514052 42 52 17.4796 40.7031 57.04 2.65143 1077931126 12476
2004-02-28 01:19:16.625458 43 52 17.4698 40.8381 57.04 2.65143 1077931156 12476
2004-02-28 01:19:46.0243 44 52 17.46 40.7706 57.04 2.65143 1077931186 12476
2004-02-28 01:20:46.652456 46 52 17.4698 40.7368 53.36 2.65143 1077931246 12476
2004-02-28 01:21:16.530963 47 52 17.4796 40.7368 53.36 2.65143 1077931276 12476
2004-02-28 01:22:16.421146 49 52 17.4796 40.7706 53.36 2.65143 1077931336 12476
2004-02-28 01:23:46.025767 52 52 17.4796 40.7368 53.36 2.65143 1077931426 12476
2004-02-28 01:24:46.699323 54 52 17.4796 40.7368 53.36 2.65143 1077931486 12476
2004-02-28 01:25:16.139682 55 52 17.4698 40.7031 53.36 2.65143 1077931516 12476
2004-02-28 01:26:16.794804 57 52 17.46 40.7368 53.36 2.65143 1077931576 12476
2004-02-28 01:26:46.573642 58 52 17.4698 40.7031 53.36 2.65143 1077931606 12476
2004-02-28 01:27:16.520991 59 52 17.46 40.6693 53.36 2.65143 1077931636 12476
2004-02-28 01:28:16.085664 61 52 17.46 40.7706 53.36 2.65143 1077931696 12476
2004-02-28 01:28:46.020373 62 52 17.46 40.8381 53.36 2.65143 1077931726 12476
