timestamp moteid fluo temp1 temp2 temp3 temp4 temp5 temp6 light wind_direction wind_speed
1156816802 107 18.8827487101 21.319000000000003 18.877 -273.028 17.201 17.052 16.939 1.4709999999999999 118.59299999999999 0.0
1156816812 107 14.543646929000001 21.278000000000002 18.512 -273.028 17.213 17.070999999999998 16.985 1.4769999999999999 118.801 0.0
1156816822 107 11.809886430299999 21.303 18.32 -273.028 17.194000000000003 17.063 16.961 1.475 118.836 0.0
1156816832 107 14.5144647044 21.416999999999998 18.34 -273.028 17.203 17.058 16.985 1.472 118.88799999999999 0.0
1156816842 107 13.217530101300001 21.447 18.555999999999997 -273.028 17.252 17.046 16.958 1.472 119.01799999999999 0.0
1156816852 107 11.7874017655 21.447 18.65 -273.028 17.282 17.063 16.986 1.476 119.096 0.0
1156816862 107 15.645913769100002 21.416 18.587 -273.028 17.256 17.014 17.005 1.479 119.54700000000001 0.0
1156816873 107 22.4206947742 21.406 18.548 -273.028 17.221 17.065 16.996 1.479 119.322 0.0
1156816883 107 28.4028514777 21.432 18.607 -273.028 17.246 17.03 17.01 1.482 119.46 0.0
1156816893 107 22.8203557049 21.456 18.622 -273.028 17.235 17.067999999999998 16.986 1.4780000000000002 119.296 0.0
1156816903 107 12.413344535799999 21.386 18.566 -273.028 17.222 17.079 16.933 1.4709999999999999 119.044 0.0
1156816913 107 16.5346560262 21.451 18.515 -271.228 17.215999999999998 17.125999999999998 16.956 1.472 119.18299999999999 0.0
1156816923 107 17.1472435435 21.500999999999998 18.509 -269.42900000000003 17.222 17.125999999999998 16.986 1.476 118.992 0.0
1156816933 107 27.9904332904 21.493000000000002 18.494 -271.228 17.222 17.077 16.944000000000003 1.472 119.01 0.0
1156816943 107 32.0302179376 21.583000000000002 18.594 -273.028 17.291 17.04 16.95 1.473 119.148 0.0
1156816953 107 21.7199227204 21.553 18.616 -273.028 17.329 17.044 16.926 1.473 119.772 0.0
1156816963 107 21.896331659899996 21.495 18.567999999999998 -269.249 17.241 17.014 16.923 1.4709999999999999 119.426 0.0
1156816974 107 28.442996969699998 21.496 18.472 -269.249 17.232 16.997 16.934 1.469 119.07 0.0
1156816984 107 15.3417727975 21.468000000000004 18.435 -269.249 17.236 17.022000000000002 16.955 1.4709999999999999 119.166 0.0
1156816994 107 22.2345584265 21.46 18.45 -269.249 17.247 17.019000000000002 16.965999999999998 1.474 119.235 0.0
1156817004 107 23.4073888425 21.443 18.453 -270.339 17.221 16.994 16.923 1.4709999999999999 119.01799999999999 0.0
1156817014 107 17.735472673900002 21.435 18.428 -273.028 17.192999999999998 17.033 16.923 1.4680000000000002 119.027 0.0
