moteid year month day hour minute second time_seconds ambient_temp surface_temp rel_humidity rain_meter
9 2007 9 13 15 35 46 1189690546 13.68 14.6 49.321000000000005 0.0
9 2007 9 15 0 6 41 1189807601 6.48 4.225 84.963 0.0
9 2007 9 15 0 8 41 1189807721 6.36 4.537 85.505 0.0
9 2007 9 15 0 10 41 1189807841 6.3 5.35 86.08 0.0
9 2007 9 15 0 12 41 1189807961 6.23 5.975 86.55799999999999 0.0
9 2007 9 15 0 14 41 1189808081 6.18 6.475 86.904 0.0
9 2007 9 15 0 16 41 1189808201 6.18 6.6 87.12799999999999 0.0
9 2007 9 15 0 18 41 1189808321 6.16 6.725 87.257 0.0
9 2007 9 15 0 20 41 1189808441 6.16 6.787000000000001 87.39 0.0
9 2007 9 15 0 22 41 1189808561 6.15 6.85 87.499 0.0
9 2007 9 15 0 24 41 1189808681 6.22 6.787000000000001 87.649 0.0
9 2007 9 15 0 26 41 1189808801 6.42 7.225 87.988 0.0
9 2007 9 15 0 28 41 1189808921 6.38 7.1 88.198 0.0
9 2007 9 15 0 30 41 1189809041 6.42 7.225 88.40700000000001 0.0
9 2007 9 15 0 32 41 1189809161 6.47 7.287000000000001 88.596 0.0
9 2007 9 15 0 34 40 1189809280 6.45 7.225 88.788 0.0
9 2007 9 15 0 36 41 1189809401 6.42 7.1 88.956 0.0
9 2007 9 15 0 38 41 1189809521 6.38 7.1 89.09899999999999 0.0
9 2007 9 15 0 40 40 1189809640 6.39 7.225 89.21 0.0
9 2007 9 15 0 42 41 1189809761 6.46 6.725 89.294 0.0
9 2007 9 15 0 44 40 1189809880 6.46 6.537000000000001 89.381 0.0
9 2007 9 15 0 46 40 1189810000 6.42 6.787000000000001 89.458 0.0
9 2007 9 15 0 48 40 1189810120 6.42 6.912000000000001 89.523 0.0
9 2007 9 15 0 50 41 1189810241 6.39 6.975 89.559 0.0
9 2007 9 15 0 52 41 1189810361 6.34 6.912000000000001 89.589 0.0
9 2007 9 15 0 54 40 1189810480 6.34 7.1 89.633 0.0
9 2007 9 15 0 56 40 1189810600 6.37 6.975 89.619 0.0
9 2007 9 15 0 58 41 1189810721 6.36 7.1 89.594 0.0
9 2007 9 15 1 0 40 1189810840 6.38 6.912000000000001 89.51299999999999 0.0
9 2007 9 15 1 2 40 1189810960 6.35 6.85 89.44 0.0
9 2007 9 15 1 4 40 1189811080 6.33 6.787000000000001 89.348 0.0
9 2007 9 15 1 6 40 1189811200 6.29 6.725 89.228 0.0
9 2007 9 15 1 8 40 1189811320 6.28 6.6 89.182 0.0
9 2007 9 15 1 10 40 1189811440 6.29 6.412000000000001 89.01 0.0
9 2007 9 15 1 12 40 1189811560 6.32 5.975 88.90899999999999 0.0
