moteid year month day hour minute second time_seconds ambient_temp surface_temp rel_humidity rain_meter
17 2007 9 20 20 50 51 1190314251 3.46 1.288 72.366 0.0
17 2007 9 20 20 52 51 1190314371 3.36 1.225 72.142 0.0
17 2007 9 20 20 54 51 1190314491 3.34 1.163 72.291 0.0
17 2007 9 20 20 56 51 1190314611 3.13 1.038 72.857 0.0
17 2007 9 20 20 58 51 1190314731 2.98 1.288 73.907 0.0
17 2007 9 20 21 0 51 1190314851 2.94 1.1 73.999 0.0
17 2007 9 20 21 2 51 1190314971 3.36 1.413 71.60600000000001 0.0
17 2007 9 20 21 4 51 1190315091 3.32 1.35 72.87 0.0
17 2007 9 20 21 6 51 1190315211 3.41 1.475 72.35600000000001 0.0
17 2007 9 20 21 8 51 1190315331 3.56 1.475 71.97800000000001 0.0
17 2007 9 20 21 10 51 1190315451 3.8 1.663 68.528 0.0
17 2007 9 20 21 12 51 1190315571 4.01 1.725 66.926 0.0
17 2007 9 20 21 14 51 1190315691 3.65 1.725 69.234 0.0
17 2007 9 20 21 16 51 1190315811 3.87 1.725 67.273 0.0
17 2007 9 20 21 18 51 1190315931 3.83 1.725 69.189 0.0
17 2007 9 20 21 20 51 1190316051 4.1 1.788 66.248 0.0
17 2007 9 20 21 22 51 1190316171 4.06 1.663 66.10600000000001 0.0
17 2007 9 20 21 24 51 1190316291 3.92 1.413 66.376 0.0
17 2007 9 20 21 26 51 1190316411 3.74 1.475 67.779 0.0
17 2007 9 20 21 28 51 1190316531 3.76 1.413 68.1 0.0
17 2007 9 20 21 30 51 1190316651 3.8 1.038 66.70100000000001 0.0
17 2007 9 20 21 32 51 1190316771 3.73 1.1 67.645 0.0
17 2007 9 20 21 34 51 1190316891 3.82 1.288 66.117 0.0
17 2007 9 20 21 36 51 1190317011 3.88 1.35 65.51 0.0
17 2007 9 20 21 38 51 1190317131 3.7 1.35 68.378 0.0
17 2007 9 20 21 40 51 1190317251 3.61 0.975 66.74600000000001 0.0
17 2007 9 20 21 42 51 1190317371 3.5 0.85 68.051 0.0
17 2007 9 20 21 44 51 1190317491 3.43 0.912 69.634 0.0
17 2007 9 20 21 46 51 1190317611 3.22 0.912 71.015 0.0
17 2007 9 20 21 48 51 1190317731 3.34 1.038 68.494 0.0
17 2007 9 20 21 50 51 1190317851 3.4 1.038 68.19 0.0
17 2007 9 20 21 52 51 1190317971 3.61 1.163 66.87899999999999 0.0
17 2007 9 20 21 54 51 1190318091 3.5 1.1 67.57600000000001 0.0
17 2007 9 20 21 56 51 1190318211 3.99 1.475 64.33800000000001 0.0
17 2007 9 20 21 58 51 1190318331 3.85 1.35 64.666 0.0
17 2007 9 20 22 0 50 1190318450 3.92 1.413 64.679 0.0
17 2007 9 20 22 0 51 1190318451 3.92 1.413 64.679 0.0
17 2007 9 20 22 2 50 1190318570 3.81 1.288 66.623 0.0
17 2007 9 20 22 4 50 1190318690 3.67 1.288 65.55199999999999 0.0
17 2007 9 20 22 6 50 1190318810 3.86 1.35 65.236 0.0
17 2007 9 20 22 8 50 1190318930 3.86 1.413 64.722 0.0
17 2007 9 20 22 10 50 1190319050 3.7 1.413 64.85600000000001 0.0
17 2007 9 20 22 12 50 1190319170 3.72 1.288 65.265 0.0
17 2007 9 20 22 14 51 1190319291 3.66 1.288 65.578 0.0
17 2007 9 20 22 16 51 1190319411 3.78 1.35 64.952 0.0
17 2007 9 20 22 18 51 1190319531 3.95 1.1 64.766 0.0
17 2007 9 20 22 20 51 1190319651 4.04 1.475 64.51 0.0
17 2007 9 20 22 22 51 1190319771 3.84 1.413 64.583 0.0
17 2007 9 20 22 24 51 1190319891 3.78 1.288 64.111 0.0
17 2007 9 20 22 26 51 1190320011 3.82 1.1 64.444 0.0
17 2007 9 20 22 28 51 1190320131 3.83 1.1 64.555 0.0
17 2007 9 20 22 30 51 1190320251 4.12 1.35 62.692 0.0
17 2007 9 20 22 32 51 1190320371 4.06 1.225 62.792 0.0
