moteid year month day hour minute second time_seconds ambient_temp surface_temp rel_humidity rain_meter
2 2007 9 14 22 56 12 1189803372 5.39 0.287 88.475 0.0
2 2007 9 14 22 58 12 1189803492 5.34 -0.15 88.441 0.0
2 2007 9 14 23 0 12 1189803612 5.16 -0.087 88.37299999999999 0.0
2 2007 9 14 23 2 12 1189803732 5.54 0.35 88.36 0.0
2 2007 9 14 23 4 12 1189803852 5.3 0.225 88.19 0.0
2 2007 9 14 23 6 12 1189803972 5.2 -0.212 87.945 0.0
2 2007 9 14 23 8 12 1189804092 5.01 -0.46299999999999997 87.721 0.0
2 2007 9 14 23 10 12 1189804212 4.98 -0.275 87.31700000000001 0.0
2 2007 9 14 23 12 12 1189804332 5.0 -0.9 87.101 0.0
2 2007 9 14 23 14 12 1189804452 5.04 -0.275 86.57799999999999 0.0
2 2007 9 14 23 16 12 1189804572 5.12 -0.588 84.088 0.0
2 2007 9 14 23 18 12 1189804692 5.04 -0.087 83.587 0.0
2 2007 9 14 23 20 12 1189804812 5.38 0.163 82.601 0.0
2 2007 9 14 23 22 12 1189804932 5.49 0.163 81.00399999999999 0.0
2 2007 9 14 23 24 12 1189805052 5.22 -0.46299999999999997 82.05 0.0
2 2007 9 14 23 26 12 1189805172 5.19 -0.65 82.23 0.0
2 2007 9 14 23 28 12 1189805292 5.47 -0.775 81.236 0.0
2 2007 9 14 23 30 12 1189805412 5.6 -0.15 79.62 0.0
2 2007 9 14 23 32 12 1189805532 6.08 0.475 78.345 0.0
2 2007 9 14 23 34 12 1189805652 6.06 0.287 77.704 0.0
2 2007 9 14 23 36 12 1189805772 5.99 -0.212 77.812 0.0
2 2007 9 14 23 38 12 1189805892 6.02 0.287 78.112 0.0
2 2007 9 14 23 40 12 1189806012 5.84 -0.65 78.90100000000001 0.0
2 2007 9 14 23 42 12 1189806132 5.96 -0.275 79.748 0.0
2 2007 9 14 23 44 12 1189806252 5.95 -0.46299999999999997 79.578 0.0
2 2007 9 14 23 46 12 1189806372 5.7 -0.46299999999999997 79.47399999999999 0.0
2 2007 9 14 23 48 12 1189806492 5.84 0.1 80.512 0.0
2 2007 9 14 23 50 12 1189806612 5.82 0.35 80.722 0.0
2 2007 9 14 23 52 12 1189806732 5.93 0.475 81.46 0.0
2 2007 9 14 23 54 12 1189806852 5.83 -0.087 81.626 0.0
2 2007 9 14 23 56 12 1189806972 5.62 -0.212 81.625 0.0
2 2007 9 14 23 58 12 1189807092 5.54 0.037000000000000005 82.264 0.0
2 2007 9 15 0 0 12 1189807212 5.86 0.85 83.50299999999999 0.0
2 2007 9 15 0 2 12 1189807332 5.76 1.475 83.711 0.0
2 2007 9 15 0 4 12 1189807452 5.89 1.413 83.973 0.0
2 2007 9 15 0 6 12 1189807572 5.78 1.725 84.314 0.0
2 2007 9 15 0 8 12 1189807692 5.8 2.0380000000000003 84.54899999999999 0.0
2 2007 9 15 0 10 12 1189807812 5.66 2.85 84.88 0.0
2 2007 9 15 0 12 12 1189807932 5.67 3.6 85.338 0.0
2 2007 9 15 0 14 12 1189808052 5.72 4.475 85.59899999999999 0.0
2 2007 9 15 0 16 12 1189808172 5.62 5.037 85.98100000000001 0.0
2 2007 9 15 0 18 12 1189808292 5.56 5.162000000000001 86.281 0.0
2 2007 9 15 0 20 12 1189808412 5.56 5.225 86.572 0.0
2 2007 9 15 0 22 12 1189808532 5.48 5.225 87.243 0.0
2 2007 9 15 0 24 12 1189808652 5.5 5.412000000000001 87.712 0.0
2 2007 9 15 0 26 12 1189808772 5.48 5.725 88.016 0.0
2 2007 9 15 0 28 12 1189808892 5.54 5.725 88.272 0.0
2 2007 9 15 0 30 12 1189809012 5.64 5.787000000000001 88.40700000000001 0.0
2 2007 9 15 0 32 12 1189809132 5.64 5.787000000000001 88.495 0.0
2 2007 9 15 0 34 12 1189809252 5.56 5.6 88.584 0.0
2 2007 9 15 0 36 12 1189809372 5.58 5.725 88.655 0.0
2 2007 9 15 0 38 12 1189809492 5.59 5.662000000000001 88.70100000000001 0.0
2 2007 9 15 0 40 12 1189809612 5.66 6.037000000000001 88.762 0.0
2 2007 9 15 0 42 12 1189809732 5.59 5.912000000000001 88.81 0.0
2 2007 9 15 0 44 12 1189809852 5.41 5.787000000000001 88.764 0.0
2 2007 9 15 0 46 12 1189809972 5.48 5.537000000000001 88.585 0.0
2 2007 9 15 0 48 12 1189810092 5.5 5.35 88.459 0.0
2 2007 9 15 0 50 12 1189810212 5.62 5.475 88.315 0.0
2 2007 9 15 0 52 12 1189810332 5.64 5.475 88.1 0.0
2 2007 9 15 0 54 12 1189810452 5.64 5.35 87.88 0.0
2 2007 9 15 0 56 12 1189810572 5.4 4.975 87.178 0.0
2 2007 9 15 0 58 12 1189810692 5.42 4.662 86.984 0.0
2 2007 9 15 1 0 12 1189810812 5.39 4.287 86.73100000000001 0.0
2 2007 9 15 1 2 12 1189810932 5.4 3.7880000000000003 86.8 0.0
2 2007 9 15 1 4 12 1189811052 5.34 3.725 86.83 0.0
2 2007 9 15 1 6 12 1189811172 5.37 3.1630000000000003 86.882 0.0
2 2007 9 15 1 8 12 1189811292 5.34 2.1 86.875 0.0
2 2007 9 15 1 10 12 1189811412 5.29 2.5380000000000003 86.86200000000001 0.0
2 2007 9 15 1 12 12 1189811532 5.21 2.6 86.99799999999999 0.0
2 2007 9 15 1 14 12 1189811652 5.17 1.475 87.14299999999999 0.0
2 2007 9 15 1 16 12 1189811772 5.22 1.288 87.244 0.0
2 2007 9 15 1 18 12 1189811892 4.89 1.038 87.25 0.0
2 2007 9 15 1 20 12 1189812012 4.94 1.1 87.462 0.0
2 2007 9 15 1 22 12 1189812132 4.82 0.85 87.586 0.0
2 2007 9 15 1 24 12 1189812252 4.75 0.787 87.634 0.0
2 2007 9 15 1 26 12 1189812372 4.5 0.912 87.65899999999999 0.0
2 2007 9 15 1 28 12 1189812492 4.65 1.225 87.719 0.0
2 2007 9 15 1 30 12 1189812612 4.66 1.475 87.765 0.0
2 2007 9 15 1 32 12 1189812732 4.89 1.413 87.779 0.0
2 2007 9 15 1 34 12 1189812852 4.98 2.725 87.758 0.0
2 2007 9 15 1 36 12 1189812972 5.08 3.475 87.73899999999999 0.0
2 2007 9 15 1 38 12 1189813092 5.06 3.85 87.822 0.0
2 2007 9 15 1 40 12 1189813212 5.11 4.225 87.87899999999999 0.0
2 2007 9 15 1 42 12 1189813332 5.1 4.537 87.92 0.0
2 2007 9 15 1 44 12 1189813452 5.14 4.975 88.01799999999999 0.0
2 2007 9 15 1 46 12 1189813572 5.09 5.1 88.115 0.0
2 2007 9 15 1 48 12 1189813692 5.09 5.1 88.22399999999999 0.0
2 2007 9 15 1 50 12 1189813812 5.18 5.1 88.37799999999999 0.0
2 2007 9 15 1 52 12 1189813932 5.19 5.037 88.40299999999999 0.0
2 2007 9 15 1 54 12 1189814052 5.12 4.975 88.385 0.0
2 2007 9 15 1 56 12 1189814172 5.11 4.975 88.229 0.0
2 2007 9 15 1 58 12 1189814292 5.27 4.787 88.16 0.0
2 2007 9 15 2 0 12 1189814412 5.26 4.85 87.87200000000001 0.0
2 2007 9 15 2 2 12 1189814532 5.32 5.35 87.711 0.0
2 2007 9 15 2 4 12 1189814652 5.46 5.225 87.65799999999999 0.0
2 2007 9 15 2 6 12 1189814772 5.27 5.475 87.301 0.0
2 2007 9 15 2 8 11 1189814891 5.54 5.412000000000001 87.147 0.0
2 2007 9 15 2 10 11 1189815011 5.42 5.6 87.117 0.0
2 2007 9 15 2 12 12 1189815132 5.46 5.6 87.304 0.0
2 2007 9 15 2 14 12 1189815252 5.49 5.537000000000001 87.4 0.0
2 2007 9 15 2 16 12 1189815372 5.46 5.412000000000001 87.52600000000001 0.0
2 2007 9 15 2 18 11 1189815491 5.42 5.35 87.736 0.0
2 2007 9 15 2 20 11 1189815611 5.38 5.412000000000001 87.88 0.0
2 2007 9 15 2 22 11 1189815731 5.4 5.225 88.04 0.0
